date,open,high,low,close,volume,dividends,stock_splits,kd_k,kd_d,bias_5,bias_10,bias_20
2026-02-18,62.125,64.69999694824219,61.20000076293945,63.150001525878906,7462500,0.0,0.0,74.69,57.38,5.5,8.6,0.48
2026-02-19,62.26499938964844,62.84999847412109,59.79999923706055,61.91999816894531,6951600,0.0,0.0,74.76,63.18,2.06,5.25,-0.63
2026-02-20,62.25,65.5,61.5,63.02000045776367,9415100,0.0,0.0,75.06,67.14,1.73,4.84,1.81
2026-02-23,62.095001220703125,63.130001068115234,59.83000183105469,61.16999816894531,8797200,0.0,0.0,69.21,67.83,-1.62,1.06,-0.36
2026-02-24,60.38999938964844,62.95000076293945,59.459999084472656,61.369998931884766,8283500,0.0,0.0,65.96,67.21,-1.22,1.18,0.75
2026-02-25,73.7699966430664,83.3499984741211,71.19000244140625,83.13999938964844,63849900,0.0,0.0,77.06,70.49,25.73,31.99,35.03
2026-02-26,81.56500244140625,90.5999984741211,81.2300033569336,87.20999908447266,41836500,0.0,0.0,81.34,74.11,22.52,32.28,40.01
2026-02-27,83.62000274658203,84.9800033569336,80.97000122070312,83.44000244140625,19295200,0.0,0.0,80.45,76.22,10.86,21.62,32.27
2026-03-02,80.80000305175781,96.61000061035156,80.2300033569336,96.13999938964844,32855500,0.0,0.0,86.55,79.66,16.87,33.12,48.6
2026-03-03,91.5,104.3000030517578,91.12999725341795,99.62999725341795,33367000,0.0,0.0,87.56,82.3,10.81,31.06,49.3
2026-03-04,102.8000030517578,106.3499984741211,101.4000015258789,105.2699966430664,24171000,0.0,0.0,90.94,85.18,11.59,31.21,52.15
2026-03-05,105.2699966430664,110.12000274658205,103.3000030517578,105.73999786376952,20902200,0.0,0.0,91.08,87.14,7.85,24.97,47.43
2026-03-06,102.81999969482422,106.29000091552734,100.06999969482422,101.91000366210938,19662200,0.0,0.0,88.65,87.65,0.17,15.15,37.15
2026-03-09,105.20999908447266,112.66000366210938,104.9000015258789,111.83999633789062,21509600,0.0,0.0,91.77,89.02,6.64,19.53,45.16
2026-03-10,113.44000244140624,121.8000030517578,112.8000030517578,118.08999633789062,24161100,0.0,0.0,91.54,89.86,8.77,18.99,47.71
2026-03-11,119.8000030517578,123.3949966430664,111.72000122070312,112.80999755859376,19437400,0.0,0.0,86.19,88.64,2.48,10.37,36.57
2026-03-12,113.04499816894533,117.77999877929688,112.1500015258789,114.18000030517578,12296200,0.0,0.0,83.67,86.98,2.16,8.84,33.68
